"Private","Apps","Accept","Enroll","Top10perc","Top25perc","F.Undergrad","P.Undergrad","Outstate","Room.Board","Books","Personal","PhD","Terminal","S.F.Ratio","perc.alumni","Expend","Grad.Rate","Nombre_U","Direccion_Busqueda","latitude","longitude"
"No",2409,1939,759,17,50,3819,1347,6900,2800,475,1200,81,89,22.2,1,5968,46,"University of Wisconsin at Green Bay","University of Wisconsin at Green Bay, USA",44.53229,-87.91994
"No",14901,10932,4631,36,80,23945,2200,9096,4290,535,1545,93,96,11.5,20,11006,72,"University of Wisconsin at Madison","University of Wisconsin at Madison, USA",43.088516892441,-89.48395891091
"No",5244,3782,1930,12,37,11561,7443,8786,2964,570,1980,79,87,15.9,8,8094,38,"University of Wisconsin at Milwaukee","University of Wisconsin at Milwaukee, USA",43.07535,-87.88126
"No",2029,1516,1073,23,46,7535,1488,5988,3422,600,1500,91,94,15.1,13,8745,45,"University of Wyoming","University of Wyoming, USA",41.312295,-105.578995
"Yes",663,452,192,10,35,1481,1160,8840,3060,500,1000,69,75,17.4,19,3733,78,"Upper Iowa University","Upper Iowa University, USA",44.986004,-89.64583
"Yes",1399,1026,308,44,77,1131,17,14900,5160,500,800,82,85,11.6,40,12082,79,"Ursinus College","Ursinus College, USA",40.1924223,-75.4604019
"Yes",325,260,86,21,47,699,717,9600,4202,450,750,39,69,10.5,15,7164,68,"Ursuline College","Ursuline College, USA",41.496406,-81.465446
"No",368,344,212,5,27,863,189,4286,2570,600,2000,39,41,14.9,25,4958,40,"Valley City State University","Valley City State University, USA",46.918286,-98.0051745
"Yes",2075,1727,520,49,81,2501,198,11800,3260,500,800,87,89,14.2,23,9681,95,"Valparaiso University","Valparaiso University, USA",41.4634036,-87.0377852
"Yes",7791,4690,1499,71,92,5500,90,17865,6525,630,952,93,98,5.8,26,23850,83,"Vanderbilt University","Vanderbilt University, USA",36.138613,-86.806068
"Yes",3550,1877,653,53,87,2164,77,18920,5950,600,800,90,98,9.7,39,17089,90,"Vassar College","Vassar College, USA",41.6860387,-73.8930531
"Yes",7759,5588,1477,30,68,6362,1292,15925,6507,400,300,89,90,13.4,24,10458,96,"Villanova University","Villanova University, USA",40.036245,-75.341522
"No",4963,3497,1567,18,45,10262,5065,10217,4182,500,3630,81,87,8.7,11,11183,45,"Virginia Commonwealth University","Virginia Commonwealth University, USA",37.551073,-77.4517534
"No",2996,2440,704,2,30,3006,338,5587,4845,500,600,61,63,16,11,5733,31,"Virginia State University","Virginia State University, USA",37.234776,-77.419419
"No",15712,11719,4277,29,53,18511,604,10260,3176,740,2200,85,89,13.8,20,8944,73,"Virginia Tech","Virginia Tech, USA",37.2308927,-80.4341513
"Yes",1847,1610,453,19,59,1298,67,7384,3494,500,1763,51,67,13.7,8,6757,30,"Virginia Union University","Virginia Union University, USA",37.561134,-77.450336
"Yes",1470,900,287,20,49,1130,417,10900,5100,500,550,70,81,15.7,14,7804,68,"Virginia Wesleyan College","Virginia Wesleyan College, USA",36.868563,-76.186511
"Yes",647,518,271,17,43,1014,387,9140,3365,500,2245,51,65,10.7,31,8050,73,"Viterbo College","Viterbo College, USA",41.5964035,-93.7702605
"Yes",1465,1006,188,10,30,703,20,4450,2522,500,1200,43,43,22.9,3,5861,58,"Voorhees College","Voorhees College, USA",33.3079603,-81.1264141
"Yes",800,623,256,41,76,801,5,12925,4195,500,635,78,85,9.9,55,14904,72,"Wabash College","Wabash College, USA",40.0385433,-86.9066961
"Yes",1416,1015,417,10,44,1324,117,13500,5800,585,1700,67,78,13.2,23,9006,75,"Wagner College","Wagner College, USA",40.614879,-74.094253
"Yes",5661,2392,903,75,88,3499,172,13850,4360,500,1250,95,97,4.3,37,41766,89,"Wake Forest University","Wake Forest University, USA",36.1313041,-80.2823366
"Yes",1092,890,477,27,92,847,497,8670,4180,500,1450,42,58,11.3,33,5738,68,"Walsh University","Walsh University, USA",41.0425706,-80.730647
"Yes",440,311,112,25,49,466,7,10000,3052,400,1100,65,75,11.4,20,9430,63,"Warren Wilson College","Warren Wilson College, USA",35.61345,-82.44068
"Yes",1231,1074,345,34,66,1295,105,11600,3610,400,850,66,91,12.4,37,7735,67,"Wartburg College","Wartburg College, USA",42.7310631,-92.4870946
"Yes",1305,1100,334,42,64,1098,151,16260,4005,300,500,91,91,12.1,40,10162,86,"Washington and Jefferson College","Washington and Jefferson College, USA",40.1705456,-80.2404202
"Yes",3315,1096,425,68,93,1584,3,13750,4619,680,1115,81,96,9.6,45,15736,90,"Washington and Lee University","Washington and Lee University, USA",37.78786,-79.44219
"Yes",1209,942,214,31,60,822,46,15276,5318,500,300,79,86,11.2,37,10830,65,"Washington College","Washington College, USA",39.217329,-76.06878
"No",6540,5839,2440,31,70,14445,1344,8200,4210,800,2719,84,87,16.9,30,10912,56,"Washington State University","Washington State University, USA",46.7310633,-117.162402
"Yes",7654,5259,1254,62,93,4879,1274,18350,5775,768,1512,91,98,3.9,31,45702,90,"Washington University","Washington University, USA",47.666487,-122.309849
"No",1373,1373,724,6,21,2754,474,2700,2660,540,1660,60,68,20.3,29,4550,52,"Wayne State College","Wayne State College, USA",42.241556,-97.015122
"Yes",1190,978,324,12,30,1280,61,8840,3620,500,1200,57,58,16.2,26,6563,63,"Waynesburg College","Waynesburg College, USA",39.899185,-80.185945
"Yes",280,143,79,5,27,327,110,5590,2900,650,1952,53,63,15.1,4,4839,90,"Webber College","Webber College, USA",27.83558,-81.52813
"Yes",665,462,226,17,44,1739,1550,9160,4340,500,500,68,68,20.6,14,6951,48,"Webster University","Webster University, USA",38.590841,-90.344811
"Yes",2895,1249,579,80,96,2195,156,18345,5995,500,700,94,98,10.6,51,21409,91,"Wellesley College","Wellesley College, USA",42.293897,-71.302401
"Yes",318,240,130,40,85,416,19,14900,5550,600,500,93,98,8.3,42,13935,69,"Wells College","Wells College, USA",42.745191,-76.697726
"Yes",1480,1257,452,6,25,2961,572,9850,6050,850,920,10,68,15.4,8,17858,64,"Wentworth Institute of Technology","Wentworth Institute of Technology, USA",42.40533,-71.07518
"Yes",980,807,350,10,25,872,448,9890,4674,500,1350,52,57,14.4,15,6243,84,"Wesley College","Wesley College, USA",32.156115,-90.114459
"Yes",4772,1973,712,60,86,2714,27,19130,5600,1400,1400,90,94,12.1,39,16262,92,"Wesleyan University","Wesleyan University, USA",41.5571754,-72.6566586
"No",6502,3539,1372,11,51,7484,1904,7844,4108,400,2000,76,79,15.3,16,6773,52,"West Chester University of Penn.","West Chester University of Penn., USA",39.9879553,-75.4152545
"No",1164,1062,478,12,25,2138,227,4470,2890,600,1210,33,33,16.3,10,4249,60,"West Liberty State College","West Liberty State College, USA",40.1661265,-80.6018229
"Yes",1566,1400,483,28,55,1509,170,14200,3775,450,1100,58,81,16.4,42,8080,67,"West Virginia Wesleyan College","West Virginia Wesleyan College, USA",38.990661,-80.218969
"No",3224,2519,1057,11,31,5000,706,6390,2380,110,1622,67,78,14.6,9,6554,55,"Western Carolina University","Western Carolina University, USA",35.3114403,-83.179772
"Yes",1205,984,278,31,50,1071,98,14510,5340,500,1400,84,91,12.5,39,10026,60,"Western Maryland College","Western Maryland College, USA",39.58452,-77.0011
"No",9167,7191,2738,24,53,15739,4278,6940,4100,500,1700,80,84,24.7,11,5983,55,"Western Michigan University","Western Michigan University, USA",42.0949247,-86.3915078
"Yes",1650,1471,409,7,21,1803,1116,8994,5500,498,2065,74,97,15.4,15,8409,59,"Western New England College","Western New England College, USA",42.11537,-72.51981
"No",2702,1623,604,7,24,2315,146,5918,3755,500,2050,76,79,19.4,4,4599,52,"Western State College of Colorado","Western State College of Colorado, USA",38.54833,-106.91789
"No",5548,3563,1549,30,71,8909,506,8124,4144,639,2385,83,89,22.7,10,7203,61,"Western Washington University","Western Washington University, USA",48.7331661,-122.4839129
"No",3100,2150,825,3,20,3234,941,5542,3788,500,1300,75,79,15.7,20,4222,65,"Westfield State College","Westfield State College, USA",42.13065,-72.79537
"Yes",662,553,184,20,43,665,37,10720,4050,600,1650,66,70,12.5,20,7925,62,"Westminster College MO","Westminster College MO, USA",38.8499924,-91.954593
"Yes",996,866,377,29,58,1411,72,12065,3615,430,685,62,78,12.5,41,8596,80,"Westminster College","Westminster College, USA",38.8499924,-91.954593
"Yes",917,720,213,21,60,979,743,8820,4050,600,2025,68,83,10.5,34,7170,50,"Westminster College of Salt Lake City","Westminster College of Salt Lake City, USA",40.732163,-111.856272
"No",950,713,351,42,72,1276,9,14320,5304,490,1410,77,77,14.9,17,8837,87,"Westmont College","Westmont College, USA",34.4504076,-119.6615234
"Yes",1432,920,548,56,84,2200,56,11480,4200,530,1400,81,83,12.7,40,11916,85,"Wheaton College IL","Wheaton College IL, USA",41.8682,-88.0977
"Yes",1738,1373,417,21,55,1335,30,18460,5970,700,850,92,96,13.2,41,22704,71,"Westminster College PA","Westminster College PA, USA",41.1193184,-80.3310696
"Yes",903,755,213,15,49,971,305,10500,4545,600,600,66,71,14.1,27,7494,72,"Wheeling Jesuit College","Wheeling Jesuit College, USA",40.069671,-80.689402
"Yes",1861,998,359,45,77,1220,46,16670,4900,750,800,80,83,10.5,51,13198,72,"Whitman College","Whitman College, USA",46.0687262,-118.3317121
"Yes",1681,1069,344,35,63,1235,30,16249,5699,500,1998,84,92,13.6,29,11778,52,"Whittier College","Whittier College, USA",33.979051,-118.032531
"Yes",1121,926,372,43,70,1270,160,12660,4500,678,2424,80,80,16.9,20,8328,80,"Whitworth College","Whitworth College, USA",31.5797,-90.4455
"Yes",2139,1492,502,24,64,2186,2171,12350,5370,500,1350,88,86,12.6,19,9603,63,"Widener University","Widener University, USA",39.8617015,-75.3552948
"Yes",1631,1431,434,15,36,1803,603,11150,5130,550,1260,78,92,13.3,24,8543,67,"Wilkes University","Wilkes University, USA",45.5550323,-122.4752279
"Yes",1658,1327,395,49,80,1595,159,14800,4620,400,790,91,94,13.3,37,10779,68,"Willamette University","Willamette University, USA",44.936048,-123.031076
"Yes",663,547,315,32,67,1279,75,10060,2970,500,2600,74,80,11.2,19,7885,59,"William Jewell College","William Jewell College, USA",39.2510918,-94.411223
"Yes",469,435,227,17,39,851,120,10535,4365,550,3700,39,66,12.9,16,7438,52,"William Woods University","William Woods University, USA",38.915703,-92.294846
"Yes",4186,1245,526,81,96,1988,29,19629,5790,500,1200,94,99,9,64,22014,99,"Williams College","Williams College, USA",42.7125162,-73.2090802
"Yes",167,130,46,16,50,199,676,11428,5084,450,475,67,76,8.3,43,10291,67,"Wilson College","Wilson College, USA",39.68774,-86.14826
"Yes",1239,1017,383,10,34,1207,157,7820,3400,550,1550,69,81,13.9,8,7264,91,"Wingate College","Wingate College, USA",34.98432,-80.44451
"No",3325,2047,1301,20,45,5800,872,4200,2700,300,1200,53,60,20.2,18,5318,58,"Winona State University","Winona State University, USA",44.046159,-91.643723
"No",2320,1805,769,24,61,3395,670,6400,3392,580,2150,71,80,12.8,26,6729,59,"Winthrop University","Winthrop University, USA",34.9386965,-81.0291776
"Yes",152,128,75,17,41,282,22,9100,3700,500,1400,48,48,8.5,26,8960,50,"Wisconsin Lutheran College","Wisconsin Lutheran College, USA",43.037302,-88.022721
"Yes",1979,1739,575,42,68,1980,144,15948,4404,400,800,82,95,12.8,29,10414,78,"Wittenberg University","Wittenberg University, USA",39.9338806,-83.8096671
"Yes",1501,935,273,51,83,1059,34,12680,4150,605,1440,91,92,15.3,42,7875,75,"Wofford College","Wofford College, USA",34.957832,-81.935262
"Yes",2768,2314,682,49,86,2802,86,15884,5370,530,730,92,94,15.2,34,10774,82,"Worcester Polytechnic Institute","Worcester Polytechnic Institute, USA",42.2737405,-71.8088733
"No",2197,1515,543,4,26,3089,2029,6797,3900,500,1200,60,60,21,14,4469,40,"Worcester State College","Worcester State College, USA",42.26758,-71.842025
"Yes",1959,1805,695,24,47,2849,1107,11520,4960,600,1250,73,75,13.3,31,9189,83,"Xavier University","Xavier University, USA",39.146071,-84.476559
"Yes",2097,1915,695,34,61,2793,166,6900,4200,617,781,67,75,14.4,20,8323,49,"Xavier University of Louisiana","Xavier University of Louisiana, USA",29.9641678,-90.1072324
"Yes",10705,2453,1317,95,99,5217,83,19840,6510,630,2115,96,96,5.8,49,40386,99,"Yale University","Yale University, USA",41.314,-72.9246
"Yes",2989,1855,691,28,63,2988,1726,4990,3560,500,1250,75,75,18.1,28,4509,99,"York College of Pennsylvania","York College of Pennsylvania, USA",39.956288269109,-76.732177402659
